FID,id,cod_craai,cod_mun,municipio,zona_eleitoral,cd_local,nm_local,nm_local2,bairro,endereco,total_seção,total_aptos,X,Y,geom
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5776,79,3,3301876,IGUABA GRANDE,181,1066,ESCOLA MUNICIPAL PAULINO PINTO PINHEIRO,ESCOLA MUNICIPAL PAULINO PINTO PINHEIRO,PEDREIRA,ESTRADA DA PEDREIRA S/N,3,989,-42.23533,-22.83288,POINT (-42.23533 -22.832880000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5775,80,3,3301876,IGUABA GRANDE,181,1074,ESCOLA MUNICIPAL ESTHER ALCOFORADO NATIVIDADE,ESCOLA MUNICIPAL NEREA ESTHER NATIVIDADE,VILA NOVA,ESTRADA DO ARRASTÃO DAS PEDRAS S/N,3,1025,-42.23117,-22.81045,POINT (-42.231170000000006 -22.810450000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5774,81,3,3301876,IGUABA GRANDE,181,1082,ESCOLA MUNICIPAL DEPUTADO CLÁUDIO MOACYR DE AZEVEDO,ESCOLA MUNICIPAL DEPUTADO CLAUDIO MOACYR DE AZEVEDO,IGUABA PEQUENA,RUA NOSSA SENHORA DA CONCEICAO S/N,6,1969,-42.23559,-22.85302,POINT (-42.23559000000001 -22.85302000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5773,82,3,3301876,IGUABA GRANDE,181,1090,ESCOLA MUNICIPAL THEREZINHA PEDROSA,ESCOLA MUNICIPAL THEREZINHA PEDROSA,PARQUE TAMARIZ,RUA MANOEL FERNANDES BATISTA 489,6,1936,-42.22937,-22.84177,POINT (-42.229369999999996 -22.841770000000018)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5772,83,3,3301876,IGUABA GRANDE,181,1104,ESCOLA MUNICIPAL ALICE CANELLAS DA SILVEIRA,ESCOLA MUNICIPAL ALICE CANELLAS DA SILVEIRA,CIDADE NOVA,RUA ENGENHEIRO NEVES DA ROCHA SN,6,2257,-42.21667,-22.83566,POINT (-42.21667000000001 -22.835660000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5771,84,3,3301876,IGUABA GRANDE,181,1139,INSTITUTO GENÁRIA VIANA,ESCOLA GENARIA VIANA,ESTACAO,RUA MORVAM BARBOSA GUIMARÂES LOTE A,8,2148,-42.22649,-22.83508,POINT (-42.226490000000005 -22.835080000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5770,85,3,3301876,IGUABA GRANDE,181,1155,INSTITUTO LESSA VIANA,INSTITUTO LESSA VIANA,CIDADE NOVA,TRAVESSA SÃO JOSÉ 197,4,1142,-42.2068,-22.83977,POINT (-42.20679999999999 -22.839770000000012)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-576f,86,3,3301876,IGUABA GRANDE,181,1163,ACADEMIA POPULAR,ACADEMIA POPULAR,CIDADE NOVA,RODOVIA AMARAL PEIXOTO 3056,4,1341,-42.21635,-22.83936,POINT (-42.21634999999999 -22.839360000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-576e,87,3,3301876,IGUABA GRANDE,181,1171,CENTRO MULTIUSO,CENTRO MULTIUSO,JARDIM SOLARES,RUA QUATRO,2,215,-42.23138,-22.82943,POINT (-42.23138 -22.829430000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-576d,88,3,3301876,IGUABA GRANDE,181,1198,ESCOLA MUNICIPAL PREFEITO OSCAR MAGALHÃES,ESCOLA MUNICIPAL PREFEITO OSCAR MAGALHÃES,SAO MIGUEL,RUA TRÊS SN LOTEAMENTO TERRAL,5,1350,-42.21283,-22.82925,POINT (-42.21282999999998 -22.82924999999999)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-576c,89,3,3301876,IGUABA GRANDE,181,1201,SECRETARIA MUNICIPAL DE EDUCAÇÃO,SECRETARIA MUNICIPAL DE EDUCAÇÃO,CIDADE NOVA,RODOVIA AMARAL PEIXOTO SN,2,421,-42.21229,-22.84057,POINT (-42.21229000000002 -22.840569999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-576b,90,3,3301876,IGUABA GRANDE,181,1210,CRECHE NOVA,CRECHE MUNICIPAL ZENITH MOREIRA DA SILVA,CANELAS CITY,RUA ALEMANHA 365,2,412,-42.23763,-22.84377,POINT (-42.23763000000001 -22.843770000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-576a,91,3,3301876,IGUABA GRANDE,181,1228,CASA DA CULTURA,CASA DA CULTURA,CENTRO,PRAÇA EDILA PINHEIRO SN,2,754,-42.22585,-22.83848,POINT (-42.225849999999994 -22.83848)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5769,92,10,3304557,RIO DE JANEIRO,119,1562,ESCOLA MUNICIPAL MENEZES CORTES,ESCOLA MUNICIPAL MENEZES CORTES,FREGUESIA JPA,PRAÇA JOSE ALVES DE AZEVEDO 43,12,3522,-43.33887,-22.94275,POINT (-43.33887000000002 -22.942750000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5768,93,10,3304557,RIO DE JANEIRO,211,1015,ESCOLA NOVA - GÁVEA (EX-RIO DE JANEIRO),ESCOLA NOVA - GÁVEA,GÁVEA,RUA MAJOR RUBENS VAZ 395,6,2299,-43.22786,-22.97306,POINT (-43.22785999999999 -22.973060000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5767,94,10,3304557,RIO DE JANEIRO,211,1023,COLÉGIO TERESIANO,COLÉGIO TERESIANO,GÁVEA,RUA MARQUÊS DE SÃO VICENTE 331,8,2920,-43.2354,-22.98089,POINT (-43.235399999999984 -22.980890000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5766,95,10,3304557,RIO DE JANEIRO,211,1066,CENTRO DE PESQUISA PADRE MATTEO RICCI/PUC-RIO,CENTRO DE PESQUISA PADRE MATTEO RICCI/PUC-RIO,GÁVEA,ESTRADA DA GÁVEA 50,5,1848,-43.24242,-22.98323,POINT (-43.24242 -22.983229999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5765,96,10,3304557,RIO DE JANEIRO,211,1082,PONTÍFICA UNIVERSIDADE CATÓLICA (PUC),PUC-RIO,GÁVEA,RUA MARQUÊS DE SAO VICENTE 225,16,6628,-43.23318,-22.97833,POINT (-43.23318000000002 -22.978330000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5764,97,10,3304557,RIO DE JANEIRO,211,1171,COLÉGIO STELLA MARIS,COLÉGIO STELLA MARIS,VIDIGAL,ESTRADA DO VIDIGAL 75,18,7299,-43.2345,-22.99426,POINT (-43.23449999999999 -22.994260000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5763,98,10,3304557,RIO DE JANEIRO,211,1180,ESCOLA   ALMIRANTE TAMANDARÉ,ESCOLA MUNICIPAL ALMIRANTE TAMANDARÉ,VIDIGAL,AVENIDA PRESIDENTE JOÃO GOULART 296,7,3172,-43.23567,-22.99371,POINT (-43.23566999999998 -22.993710000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5762,99,10,3304557,RIO DE JANEIRO,211,1210,ESCOLA OSCAR TENÓRIO,ESCOLA MUNICIPAL DESEMBARGADOR OSCAR TENÓRIO,GÁVEA,RUA PROFESSOR MANOEL FERREIRA 141,9,3300,-43.22796,-22.97748,POINT (-43.22796 -22.977480000000018)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5761,100,10,3304557,RIO DE JANEIRO,211,1228,ESCOLA AMERICANA,ESCOLA AMERICANA DO RIO DE JANEIRO - CAMPUS GÁVEA,GÁVEA,ESTRADA DA GÁVEA 132,8,3751,-43.24517,-22.9837,POINT (-43.245169999999995 -22.983699999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5760,101,10,3304557,RIO DE JANEIRO,211,1260,FUNDAÇÃO CECIERJ,FUNDAÇÃO CECIERJ/CEDERJ - PÓLO ROCINHA,SÃO CONRADO,RUA BERTHA LUTZ 85,17,7111,-43.25213,-22.9931,POINT (-43.25213000000001 -22.9931)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-575f,102,10,3304557,RIO DE JANEIRO,211,1279,GÁVEA GOLF COUNTRY CLUBE,GÁVEA GOLF AND COUNTRY CLUB,SÃO CONRADO,ESTRADA DA GÁVEA 800,8,3453,-43.26526,-22.99681,POINT (-43.26526 -22.99681)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-575e,103,10,3304557,RIO DE JANEIRO,211,1287,SHOPPING FASHION MALL (ANTIGO HOTEL PULLMAN),SHOPPING FASHION MALL (ANTIGO HOTEL PULLMAN),SÃO CONRADO,ESTRADA DA GÁVEA 899,15,7085,-43.25956,-22.99651,POINT (-43.25955999999999 -22.996509999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-575d,104,10,3304557,RIO DE JANEIRO,211,1295,CIEP AYRTON SENNA  DA  SILVA,CIEP AYRTON SENNA DA SILVA,SÃO CONRADO,AUTO ESTRADA ENGENHEIRO FERNANDO MAC DOWELL 15-A,15,6536,-43.2508,-22.99272,POINT (-43.250799999999984 -22.992720000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-575c,105,10,3304557,RIO DE JANEIRO,211,1309,ESCOLA CAROLINA PATRÍCIO,ESCOLA CAROLINA PATRÍCIO,SÃO CONRADO,ESTRADA DA GÁVEA 722,5,2253,-43.26003,-22.99564,POINT (-43.26003 -22.99564000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-575b,106,10,3304557,RIO DE JANEIRO,211,1317,ESCOLA MUNICIPAL LUCIA MIGUEL PEREIRA,ESCOLA MUNICIPAL LÚCIA MIGUEL PEREIRA,SÃO CONRADO,RUA MARTAGÃO GESTEIRA 39,13,4830,-43.27207,-22.9976,POINT (-43.27207 -22.99760000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-575a,107,10,3304557,RIO DE JANEIRO,211,1341,CENTRO DE CIDADANIA RINALDO DE LAMARE,CENTRO MUNICIPAL DE CIDADANIA RINALDO DE LAMARE,SÃO CONRADO,AVENIDA NIEMEYER 776,9,3753,-43.25263,-22.99321,POINT (-43.25263 -22.993210000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5759,108,10,3304557,RIO DE JANEIRO,211,1350,ESCOLA PARQUE,ESCOLA PARQUE,GÁVEA,RUA MARQUÊS DE SÃO VICENTE 455,9,3786,-43.23652,-22.98179,POINT (-43.23651999999998 -22.98179000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5758,109,10,3304557,RIO DE JANEIRO,211,1490,COLÉGIO APLICAÇÃO,COLÉGIO DE APLICAÇÃO DA UFRJ,LAGOA,RUA JOSÉ JOAQUIM SEABRA S/N,24,8075,-43.21575,-22.96456,POINT (-43.21575 -22.964560000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5757,110,10,3304557,RIO DE JANEIRO,211,1503,COLÉGIO DIVINA PROVIDÊNCIA,COLÉGIO DIVINA PROVIDÊNCIA,JARDIM BOTÂNICO,RUA LOPES QUINTAS 274,11,4865,-43.22099,-22.96424,POINT (-43.22098999999999 -22.964240000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5756,111,10,3304557,RIO DE JANEIRO,211,1538,CLUBE MILITAR,CLUBE MILITAR - SEDE LAGOA,JARDIM BOTÂNICO,RUA JARDIM BOTÂNICO 391,12,5139,-43.21196,-22.96209,POINT (-43.21196 -22.962090000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5755,112,10,3304557,RIO DE JANEIRO,211,1546,COLÉGIO CAMILO CASTELO BRANCO,ESCOLA MUNICIPAL CAMILO CASTELO BRANCO,JARDIM BOTÂNICO,RUA PACHECO LEÃO 1004,10,4258,-43.22901,-22.96578,POINT (-43.22901000000001 -22.965780000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5754,113,10,3304557,RIO DE JANEIRO,211,1554,ESCOLA PEDRO ERNESTO,ESCOLA MUNICIPAL PEDRO ERNESTO,JARDIM BOTÂNICO,AVENIDA ABELARDO LOBO 5,11,2989,-43.20377,-22.96097,POINT (-43.20377 -22.960970000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5753,114,10,3304557,RIO DE JANEIRO,211,1570,CENTRO LOYOLA DE FÉ E CULTURA/PUC-RIO,CENTRO LOYOLA DE FÉ E CULTURA/PUC-RIO,GÁVEA,ESTRADA DA GÁVEA 1,1,79,-43.24019,-22.98182,POINT (-43.24019 -22.981820000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5752,115,10,3304557,RIO DE JANEIRO,211,1589,BUSINESS CENTER SÃO CONRADO,BUSINESS CENTER SÃO CONRADO,SÃO CONRADO,ESTRADA DA GÁVEA 712,5,2152,-43.25968,-22.99554,POINT (-43.25968000000001 -22.995539999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5751,116,10,3304557,RIO DE JANEIRO,211,1597,SHOPPING FASHION MALL,SHOPPING FASHION MALL,SÃO CONRADO,ESTRADA DA GÁVEA 899,9,3809,-43.25956,-22.99651,POINT (-43.25955999999999 -22.996509999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5750,117,10,3304557,RIO DE JANEIRO,219,1015,ESCOLA MUNICIPAL VELINDA MAURICIO DA FONSECA,ESCOLA MUNICIPAL VELINDA MAURÍCIO DA FONSECA,COELHO NETO,RUA MARUPIARA 105,6,2497,-43.34836,-22.84124,POINT (-43.34836 -22.841239999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-574f,118,10,3304557,RIO DE JANEIRO,219,1023,ESCOLA MUNICIPAL AMAPA,ESCOLA MUNICIPAL AMAPÁ,COLÉGIO,RUA TORIBA 106,11,4236,-43.33937,-22.84479,POINT (-43.33937 -22.84479)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-574e,119,10,3304557,RIO DE JANEIRO,219,1040,ESCOLA MUNICIPAL LUIS DE CAMOES,ESCOLA MUNICIPAL LUIS DE CAMÕES,COLÉGIO,ESTRADA DO BARRO VERMELHO 1446,14,5350,-43.33865,-22.84587,POINT (-43.33865000000001 -22.84587000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-574d,120,10,3304557,RIO DE JANEIRO,219,1058,COLEGIO SALESIANO,COLÉGIO SALESIANO,ROCHA MIRANDA,RUA DOS TOPÁZIOS 375,18,6829,-43.34801,-22.8517,POINT (-43.348009999999995 -22.851700000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-574c,121,10,3304557,RIO DE JANEIRO,219,1066,ESCOLA MUNICIPAL PROFESSOR ALFREDO RUSSEL,ESCOLA MUNICIPAL PROFESSOR ALFREDO RUSSEL,ROCHA MIRANDA,RUA ARISTÓTELES 485,6,2098,-43.34438,-22.84323,POINT (-43.34438000000002 -22.843230000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-574b,122,10,3304557,RIO DE JANEIRO,219,1082,ESCOLA MUNICIPAL ITALIA,ESCOLA MUNICIPAL ITÁLIA,ROCHA MIRANDA,AVENIDA DOS ITALIANOS 992,22,10153,-43.34918,-22.84119,POINT (-43.34917999999998 -22.84119)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-574a,123,10,3304557,RIO DE JANEIRO,219,1090,ESCOLA MUNICIPAL OLEGARIO MARIANO,ESCOLA MUNICIPAL OLEGÁRIO MARIANO,ROCHA MIRANDA,PRAÇA DAS ESMERALDAS 65,13,5860,-43.35165,-22.84544,POINT (-43.35165000000001 -22.845440000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5749,124,10,3304557,RIO DE JANEIRO,219,1120,ESCOLA MUNICIPAL PARA,ESCOLA MUNICIPAL PARÁ,ROCHA MIRANDA,AV. DOS ITALIANOS 500,7,2737,-43.34953,-22.85172,POINT (-43.34952999999999 -22.851719999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5748,125,10,3304557,RIO DE JANEIRO,219,1139,ESCOLA MUNICIPAL FRANCISCO FRIAS DE MESQUITA,ESCOLA MUNICIPAL FRANCISCO FRIAS DE MESQUITA,ROCHA MIRANDA,RUA FAIA 546,5,1821,-43.34472,-22.84656,POINT (-43.34471999999999 -22.846560000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5747,126,10,3304557,RIO DE JANEIRO,219,1171,ESCOLA MUNICIPAL EMBAIXADOR JOAO NEVES DA FONTOURA,ESCOLA MUNICIPAL EMBAIXADOR JOÃO NEVES DA FONTOURA,ROCHA MIRANDA,PRAÇA DAS ESMERALDAS 23,7,2790,-43.35123,-22.84555,POINT (-43.35123000000001 -22.845550000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5746,127,10,3304557,RIO DE JANEIRO,219,1201,ESCOLA MUNICIPAL FORNOVO,ESCOLA MUNICIPAL FORNOVO,HONÓRIO GURGEL,RUA GENTIL DE ALMEIDA S/N,10,3879,-43.35744,-22.84243,POINT (-43.35744000000001 -22.842429999999993)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5745,128,10,3304557,RIO DE JANEIRO,219,1210,ESCOLA MUNICIPAL SILVIO ROMERO,ESCOLA MUNICIPAL SÍLVIO ROMERO,HONÓRIO GURGEL,RUA PORTO FELIZ 65,12,5049,-43.3587,-22.84665,POINT (-43.3587 -22.846650000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5744,129,10,3304557,RIO DE JANEIRO,219,1228,PAROQUIA SANTA TERESA DE JESUS,PARÓQUIA SANTA TERESA DE JESUS,COELHO NETO,RUA MACABU 310,4,1750,-43.35085,-22.8369,POINT (-43.35085 -22.83690000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5743,130,10,3304557,RIO DE JANEIRO,219,1236,CENTRO EDUCACIONAL FERNANDES FONTE,CENTRO EDUCACIONAL FERNANDES FONTE,ROCHA MIRANDA,AVENIDA DOS ITALIANOS 841,8,3119,-43.34938,-22.84438,POINT (-43.34937999999999 -22.844380000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5742,131,10,3304557,RIO DE JANEIRO,219,1244,ESPACO DE DESENVOLVIMENTO INFANTIL KARINE LORRAINE CHAGAS DE OLIVEIRA,ESPAÇO DE DESENVOLVIMENTO INFANTIL KARINE LORRAINE CHAGAS DE OLIVEIRA,HONÓRIO GURGEL,RUA URURAÍ 550 (AO LADO DA VILA OLÍMPICA DE HONÓRIO GURGEL),11,4153,-43.35571,-22.83968,POINT (-43.35571 -22.83968000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5741,132,10,3304557,RIO DE JANEIRO,219,1252,CIEP ANTON MAKARENKO,CIEP ANTON MAKARENKO,COSTA BARROS,ESTRADA DE BOTAFOGO S/N,13,5785,-43.36857,-22.82106,POINT (-43.36856999999999 -22.821060000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5740,133,10,3304557,RIO DE JANEIRO,219,1260,ESCOLA MUNICIPAL MONTE CASTELO,ESCOLA MUNICIPAL MONTE CASTELO,COELHO NETO,RUA OUSELEY S/N,6,2574,-43.34869,-22.82939,POINT (-43.34869000000001 -22.829390000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-573f,134,10,3304557,RIO DE JANEIRO,219,1279,CENTRO EDUCACIONAL OLIVEIRA SOUZA - CANTINHO DO SABER,CENTRO EDUCACIONAL OLIVEIRA SOUZA - CANTINHO DO SABER,BARROS FILHO,ESTRADA JOÃO PAULO 1876,3,1142,-43.36523,-22.8339,POINT (-43.36523 -22.83390000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-573e,135,10,3304557,RIO DE JANEIRO,219,1287,ESCOLA MUNICIPAL CHARLES ANDERSON WEAVER,ESCOLA MUNICIPAL CHARLES ANDERSON WEAVER,COELHO NETO,RUA CARLOS PACHECO AVILA S/N,7,3203,-43.35215,-22.82902,POINT (-43.35215 -22.82902)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-573d,136,10,3304557,RIO DE JANEIRO,219,1295,ESCOLA MUNICIPAL PREFEITO MARCOS TAMOYO,ESCOLA MUNICIPAL PREFEITO MARCOS TAMOYO,PAVUNA,RUA ARY VILLAR S/N,8,3336,-43.36479,-22.81539,POINT (-43.364790000000006 -22.81539000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-573c,137,10,3304557,RIO DE JANEIRO,219,1309,ESCOLA MUNICIPAL ERICO VERISSIMO,ESCOLA MUNICIPAL ERICO VERISSIMO,COELHO NETO,RUA OVIDIO BERALDO 255,8,3331,-43.35187,-22.82507,POINT (-43.35186999999999 -22.825070000000018)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-573b,138,10,3304557,RIO DE JANEIRO,219,1317,ESCOLA MUNICIPAL ESCULTOR LEAO VELOSO,ESCOLA MUNICIPAL ESCULTOR LEÃO VELLOSO,PAVUNA,RUA DR. JOSE THOMAS 1000,9,4177,-43.36104,-22.81624,POINT (-43.361039999999996 -22.81624)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-573a,139,10,3304557,RIO DE JANEIRO,219,1325,CIEP ZUMBI DOS PALMARES,CIEP ZUMBI DOS PALMARES,COELHO NETO,RUA ARNALDO GUINLE S/N,8,3268,-43.35623,-22.82662,POINT (-43.35623 -22.826620000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5739,140,10,3304557,RIO DE JANEIRO,219,1333,COLEGIO ESTADUAL MARECHAL JOAO BATISTA DE MATOS,COLÉGIO ESTADUAL MARECHAL JOAO BAPTISTA DE MATTOS,COELHO NETO,AV. BRASIL 19644,6,2572,-43.34835,-22.82964,POINT (-43.34834999999999 -22.82964000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5738,141,10,3304557,RIO DE JANEIRO,219,1341,CRECHE MUNICIPAL LUIZ DE SOUZA,CRECHE MUNICIPAL LUIS DE SOUZA DA COSTA BARROS,COSTA BARROS,ESTRADA DE BOTAFOGO  S/N  PORTUS I,3,1411,-43.36562,-22.82073,POINT (-43.36562000000001 -22.820730000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5737,142,10,3304557,RIO DE JANEIRO,219,1350,ESCOLA MUNICIPAL GENERAL OSORIO,ESCOLA MUNICIPAL GENERAL OSORIO,COELHO NETO,AV. BRASIL 19462,7,3008,-43.34667,-22.82904,POINT (-43.346670000000024 -22.829040000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5736,143,10,3304557,RIO DE JANEIRO,219,1368,ESCOLA MUNICIPAL JOSE PEDRO VARELA,ESCOLA MUNICIPAL JOSE PEDRO VARELA,PAVUNA,PRACA CAMPOS DO JORDAO S/N,9,4160,-43.3608,-22.81885,POINT (-43.360800000000005 -22.818850000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5735,144,10,3304557,RIO DE JANEIRO,219,1376,PAROQUIA DE SÃO JOSÉ DE BARROS FILHO,PAROQUIA DE SAO JOSE DE BARROS FILHO,BARROS FILHO,ESTRADA JOAO PAULO 1790,9,4094,-43.3649,-22.83457,POINT (-43.364899999999984 -22.83457000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5734,145,10,3304557,RIO DE JANEIRO,219,1384,ESPACO DE DESENVOLVIMENTO INFANTIL WESLEY GUILBER RODRIGUES DE ANDRADE,ESPAÇO DE DESENVOLVIMENTO INFANTIL WESLEY GUILBER RODRIGUES DE ANDRADE,COSTA BARROS,ESTRADA DE BOTAFOGO S/N,4,1638,-43.36898,-22.82149,POINT (-43.368979999999986 -22.821490000000008)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5733,146,10,3304557,RIO DE JANEIRO,179,1015,Escola Municipal Frederico Eyer,ESCOLA MUNICIPAL FREDERICO EYER,CIDADE DE DEUS,RUA EDGARD CAVALEIRO 264,11,4138,-43.36062,-22.94413,POINT (-43.36062000000001 -22.94413000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5732,147,10,3304557,RIO DE JANEIRO,179,1031,ESCOLA MUNICIPAL AVERTANO ROCHA,ESCOLA MUNICIPAL AVERTANO ROCHA,CIDADE DE DEUS,RUA REBOUCAS 97,12,4424,-43.36022,-22.9441,POINT (-43.360220000000005 -22.944100000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5731,148,10,3304557,RIO DE JANEIRO,179,1058,Escola Municipal João Mendonça Lima,ESCOLA MUNICIPAL JOAO MENDONCA LIMA,PECHINCHA,RUA ALBERTO PASQUALINI 455,10,4237,-43.35459,-22.92354,POINT (-43.35459 -22.923540000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5730,149,10,3304557,RIO DE JANEIRO,179,1066,Escola Nossa Senhora Rainha dos corações,ESCOLA NOSSA SENHORA RAINHA DOS CORACOES,PECHINCHA,AV. GEREMARIO DANTAS 769,11,4940,-43.35289,-22.93014,POINT (-43.35289 -22.930140000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-572f,150,10,3304557,RIO DE JANEIRO,179,1104,CIEP JOÃO BATISTA DOS SANTOS,CIEP JOÃO BATISTA DOS SANTOS,CIDADE DE DEUS,RUA EDGARD WERNECK 1565,18,7917,-43.35964,-22.94713,POINT (-43.35964 -22.94713000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-572e,151,10,3304557,RIO DE JANEIRO,179,1120,ESCOLA MUNICIPAL DORCELINA GOMES DA COSTA - ANTIGO JULIANO MOREIRA,ESCOLA MUNICIPAL DORCELINA GOMES DA COSTA - ANTIGO JULIANO MOREIRA,CIDADE DE DEUS,RUA MINISTRO GABRIEL DE PIZA 544,12,5382,-43.36047,-22.94136,POINT (-43.36046999999999 -22.941360000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-572d,152,10,3304557,RIO DE JANEIRO,179,1139,CAIC EUCLIDES DA CUNHA,CAIC EUCLIDES DA CUNHA,RIO DAS PEDRAS,AV. ENGENHEIRO SOUZA FILHO S/N,15,7302,-43.33599,-22.9731,POINT (-43.335989999999995 -22.973100000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-572c,153,10,3304557,RIO DE JANEIRO,179,1163,ESCOLA MUNICIPAL MARECHAL CANROBERT P. DA COSTA,ESCOLA MUNICIPAL MAL. CANROBERT P. DA COSTA,ANIL,ESTR. DO ENGENHO D'AGUA S/N,10,4554,-43.34097,-22.95576,POINT (-43.34097 -22.95576)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-572b,154,10,3304557,RIO DE JANEIRO,179,1180,FAETEC,FAETEC,CIDADE DE DEUS,RUA EDGARD WERNECK 1615,7,3447,-43.35967,-22.94751,POINT (-43.35967 -22.94751)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-572a,155,10,3304557,RIO DE JANEIRO,179,1198,ESCOLA MUNICIPAL NATURALISTA AUGUSTO RUSCHI,ESCOLA MUNICIPAL NATURALISTA AUGUSTO RUSCHI,ANIL,RUA SOLDADO LUIZ GONZAGA S/N,5,2079,-43.34145,-22.95566,POINT (-43.34145 -22.95566000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5729,156,10,3304557,RIO DE JANEIRO,179,1210,CIEP LAURO DE OLIVEIRA LIMA - ANTIGO LINDOLPHO COLLOR,CIEP LAURO DE OLIVEIRA LIMA - ANTIGO LINDOLPHO COLLOR,RIO DAS PEDRAS,ESTRADA DE JACAREPAGUA 5011,10,4370,-43.33526,-22.973,POINT (-43.33525999999999 -22.973000000000003)
